,Output,AI vs DShareC,AI vs CShareD,F-Measure vs DShareC,F-Measure vs CShareD,Geometric Aggregtion vs DShareC,Geometric Aggregtion vs CShareD,AI vs RSI,AI vs F-Measure,DShareC vs CShareD
CHINA MAINLAND,878110.0,0.6589497459062676,1.0,0.9954827780914738,0.6996047430830039,0.8814229249011858,0.911914172783738,1.0,0.6996047430830039,0.6589497459062676
USA,590332.0,0.12365894974590627,1.0,0.9898362507058159,0.2015810276679842,0.45115753811405984,0.9051383399209486,1.0,0.2015810276679842,0.12365894974590627
UNITED KINGDOM,183810.0,0.06945228684359118,1.0,0.9085262563523433,0.3427442123094297,0.6420101637492942,0.7063805759457933,1.0,0.3427442123094297,0.06945228684359118
ENGLAND,162658.0,0.09542631281761717,1.0,0.8464144551101073,0.4827780914737436,0.6521739130434783,0.7199322416713722,1.0,0.4827780914737436,0.09542631281761717
GERMANY (FED REP GER),151436.0,0.029926595143986448,1.0,0.8791643139469226,0.4116318464144551,0.8091473743647657,0.5279503105590062,1.0,0.4116318464144551,0.029926595143986448
INDIA,144760.0,0.42857142857142855,1.0,0.9536984754376059,0.603613777526821,0.8927159796725014,0.7346132128740824,1.0,0.603613777526821,0.42857142857142855
ITALY,118074.0,-0.06041784302653868,1.0,0.8136645962732919,0.43195934500282324,0.6668548842461886,0.5753811405985318,1.0,0.43195934500282324,-0.06041784302653868
JAPAN,102077.0,0.4376058723884811,1.0,0.9186900056465274,0.6950875211744777,0.8125352907961604,0.7876905702992659,1.0,0.6950875211744777,0.4376058723884811
CANADA,101035.0,0.26256352343308864,1.0,0.8848108413325805,0.6239412761151891,0.8181818181818182,0.7029926595143986,1.0,0.6239412761151891,0.26256352343308864
AUSTRALIA,94420.0,0.3337097684923772,1.0,0.8690005646527386,0.6984754376058724,0.867871259175607,0.6984754376058724,1.0,0.6984754376058724,0.3337097684923772
FRANCE,94156.0,-0.04121964991530209,1.0,0.6792772444946358,0.6578204404291361,0.7142857142857143,0.5798983625070582,1.0,0.6578204404291361,-0.04121964991530209
SPAIN,92558.0,-0.0660643704121965,1.0,0.7854319593450029,0.49407114624505927,0.7673630717108978,0.4330886504799548,1.0,0.49407114624505927,-0.0660643704121965
SOUTH KOREA,86444.0,0.2941840767927724,1.0,0.9457933370976849,0.4850367024280068,0.9503105590062112,0.49858836815358554,1.0,0.4850367024280068,0.2941840767927724
BRAZIL,63318.0,0.17334839073969507,1.0,0.8102766798418972,0.6273291925465838,0.9209486166007905,0.44664031620553357,1.0,0.6273291925465838,0.17334839073969507
NETHERLANDS,60126.0,0.269339356295878,1.0,0.6747600225861096,0.8091473743647657,0.7447769621682665,0.753811405985319,1.0,0.8091473743647657,0.269339356295878
TURKIYE,57350.0,0.6747600225861096,1.0,0.922077922077922,0.8791643139469226,0.9819311123658949,0.7549407114624506,1.0,0.8791643139469226,0.6747600225861096
SAUDI ARABIA,52872.0,0.5934500282326369,1.0,0.9186900056465274,0.7459062676453981,0.9536984754376059,0.7673630717108978,1.0,0.7459062676453981,0.5934500282326369
SWITZERLAND,47906.0,0.1767363071710898,1.0,0.6374929418407679,0.8023715415019763,0.7910784867306606,0.6747600225861096,1.0,0.8023715415019763,0.1767363071710898
IRAN,45880.0,0.2862789384528515,1.0,0.8464144551101073,0.6261998870694523,0.9582156973461321,0.48955392433653305,1.0,0.6261998870694523,0.2862789384528515
POLAND,43623.0,0.4863033235434945,1.0,0.8901440626069074,0.7967250141163185,0.9539678437456006,0.6578204404291361,1.0,0.7967250141163185,0.4863033235434945
RUSSIA,41524.0,0.6826651609260305,1.0,0.8543195934500283,0.9457933370976849,0.9548277809147374,0.8520609824957651,1.0,0.9457933370976849,0.6826651609260305
SWEDEN,40217.0,0.13156408808582723,1.0,0.6013551665725578,0.8080180688876341,0.8588368153585545,0.46696781479390176,1.0,0.8080180688876341,0.13156408808582723
TAIWAN,35278.0,0.47939017504234893,1.0,0.8215697346132129,0.8701298701298701,0.893845285149633,0.7662337662337663,1.0,0.8701298701298701,0.47939017504234893
BELGIUM,34138.0,0.05251270468661773,1.0,0.453416149068323,0.857707509881423,0.8170525127046866,0.4771315640880858,1.0,0.857707509881423,0.05251270468661773
HONG KONG,32769.0,0.6013551665725578,1.0,0.8972332015810277,0.8407679277244494,0.9819311123658949,0.6713721061547149,1.0,0.8407679277244494,0.6013551665725578
DENMARK,29481.0,0.20045172219085264,1.0,0.5539243365330322,0.867871259175607,0.857707509881423,0.5900621118012422,1.0,0.867871259175607,0.20045172219085264
PAKISTAN,29352.0,0.4647092038396386,1.0,0.8780350084697911,0.7063805759457933,0.9695087521174478,0.6216826651609261,1.0,0.7063805759457933,0.4647092038396386
EGYPT,28212.0,0.5290796160361377,1.0,0.8622247317899492,0.8046301524562394,0.9762845849802372,0.6668548842461886,1.0,0.8046301524562394,0.5290796160361377
AUSTRIA,26360.0,-0.2146286445371985,1.0,0.38972043350175517,0.6736307171089779,0.9195142981751556,0.09542631281761717,1.0,0.6736307171089779,-0.2146286445371985
PORTUGAL,25324.0,0.032185206098249576,1.0,0.6149068322981367,0.7752682100508187,0.9695087521174478,0.23433088650479955,1.0,0.7752682100508187,0.032185206098249576
SCOTLAND,23471.0,0.11688311688311688,1.0,0.5708639186900056,0.7289666854884246,0.893845285149633,0.4105025409373235,1.0,0.7289666854884246,0.11688311688311688
SINGAPORE,22573.0,0.7763975155279503,1.0,0.9401468097120271,0.8972332015810277,0.9909655561829475,0.8136645962732919,1.0,0.8972332015810277,0.7763975155279503
MEXICO,22124.0,0.3190287972896669,1.0,0.567476002258611,0.9288537549407114,0.9435347261434218,0.47261434217955955,1.0,0.9288537549407114,0.3190287972896669
NORWAY,22067.0,0.4106184857330087,1.0,0.7257837058692107,0.841897233201581,0.9477549092984712,0.5957086391869001,1.0,0.841897233201581,0.4106184857330087
ISRAEL,20854.0,0.3608130999435347,1.0,0.5753811405985318,0.9062676453980801,0.9040090344438171,0.6758893280632411,1.0,0.9062676453980801,0.3608130999435347
SOUTH AFRICA,20572.0,0.24512850455037932,1.0,0.5766732791381044,0.8260869565217391,0.9189494859526893,0.5403726708074534,1.0,0.8260869565217391,0.24512850455037932
MALAYSIA,19283.0,0.49520045172219085,1.0,0.8351214003387917,0.7910784867306606,0.9774138904573687,0.6058723884810842,1.0,0.7910784867306606,0.49520045172219085
CZECH REPUBLIC,19073.0,-0.03670242800677583,1.0,0.44776962168266515,0.7741389045736872,0.9582156973461321,0.15640880858272163,1.0,0.7741389045736872,-0.03670242800677583
FINLAND,19035.0,0.1101072840203275,1.0,0.40711462450592883,0.9107848673066065,0.8915866741953699,0.4161490683229814,1.0,0.9107848673066065,0.1101072840203275
GREECE,18668.0,0.09768492377188029,1.0,0.4748729531338227,0.8667419536984754,0.8972332015810277,0.3901750423489554,1.0,0.8667419536984754,0.09768492377188029
IRELAND,17218.0,0.22981366459627328,1.0,0.4590626764539808,0.948051948051948,0.8927159796725014,0.5539243365330322,1.0,0.948051948051948,0.22981366459627328
THAILAND,16680.0,0.25578769057029926,1.0,0.6973461321287409,0.779785431959345,0.9649915302089215,0.44551101072840205,1.0,0.779785431959345,0.25578769057029926
CHILE,14377.0,0.4556747600225861,1.0,0.6194240542066629,0.9536984754376059,0.96386222473179,0.629587803500847,1.0,0.9536984754376059,0.4556747600225861
ROMANIA,13475.0,0.49858836815358554,1.0,0.7865612648221344,0.883681535855449,0.9819311123658949,0.6024844720496895,1.0,0.883681535855449,0.49858836815358554
NEW ZEALAND,12800.0,0.4601919819311124,1.0,0.6837944664031621,0.8904573687182383,0.9762845849802372,0.5742518351214003,1.0,0.8904573687182383,0.4601919819311124
ARGENTINA,12066.0,0.3800112930547713,1.0,0.4906832298136646,0.9548277809147374,0.9254658385093167,0.6307171089779785,1.0,0.9548277809147374,0.3800112930547713
UNITED ARAB EMIRATES,11911.0,0.4138904573687182,1.0,0.6905702992659515,0.8441558441558441,0.9819311123658949,0.5200451722190853,1.0,0.8441558441558441,0.4138904573687182
HUNGARY,11848.0,0.05535159780169856,1.0,0.4863033235434945,0.7413890457368718,0.9748658959768541,0.16770186335403728,1.0,0.7413890457368718,0.05535159780169856
INDONESIA,11211.0,0.4748729531338227,1.0,0.7470355731225297,0.8870694522868436,0.9785431959345002,0.6058723884810842,1.0,0.8870694522868436,0.4748729531338227
VIETNAM,10623.0,0.5697346132128741,1.0,0.6950875211744777,0.9649915302089215,0.9853190287972897,0.6420101637492942,1.0,0.9649915302089215,0.5697346132128741
COLOMBIA,9708.0,0.1507622811970638,1.0,0.4872953133822699,0.8644833427442123,0.9808018068887634,0.2727272727272727,1.0,0.8644833427442123,0.1507622811970638
NIGERIA,7821.0,0.18299916007908504,1.0,0.44281278241358846,0.9401468097120271,0.9748658959768541,0.34726143421795597,1.0,0.9401468097120271,0.18299916007908504
WALES,7735.0,0.43264616240919485,1.0,0.5975713313693579,0.9277244494635799,0.9663937126398595,0.585544889892716,1.0,0.9277244494635799,0.43264616240919485
ETHIOPIA,7711.0,0.5800621524729023,1.0,0.6546173658384554,0.9853190287972897,0.9601807781927301,0.7267080745341615,1.0,0.9853190287972897,0.5800621524729023
IRAQ,7691.0,0.7063805759457933,1.0,0.8193111236589498,0.9525691699604744,0.9943534726143421,0.7447769621682665,1.0,0.9525691699604744,0.7063805759457933
BANGLADESH,7562.0,0.3404856013551666,1.0,0.49745906267645396,0.9604743083003953,0.9864483342744212,0.435347261434218,1.0,0.9604743083003953,0.3404856013551666
SERBIA,7547.0,0.41174811017794133,1.0,0.6693024836225795,0.885940146809712,0.979949205979051,0.5166572557876906,1.0,0.885940146809712,0.41174811017794133
MOROCCO,7405.0,0.629587803500847,1.0,0.7481648785996612,0.9649915302089215,0.9808018068887634,0.7086391869000565,1.0,0.9649915302089215,0.629587803500847
TUNISIA,6896.0,0.5053642010163749,1.0,0.7617165443252399,0.8791643139469226,0.9932241671372106,0.5313382269904009,1.0,0.8791643139469226,0.5053642010163749
JORDAN,6783.0,0.551665725578769,1.0,0.6939582156973462,0.9706380575945793,0.9785431959345002,0.6612083568605308,1.0,0.9706380575945793,0.551665725578769
ALGERIA,6749.0,0.7850889892281734,1.0,0.8195425347986184,0.9875776397515528,0.9895510137609783,0.8475437605872389,1.0,0.9875776397515528,0.7850889892281734
CROATIA,6159.0,0.24110671936758893,1.0,0.42292490118577075,0.9683794466403162,0.9932241671372106,0.30773574251835123,1.0,0.9683794466403162,0.24110671936758893
SLOVENIA,6054.0,0.21852060982495766,1.0,0.4601919819311124,0.8588368153585545,0.9864483342744212,0.30434782608695654,1.0,0.8588368153585545,0.21852060982495766
UKRAINE,5773.0,0.525691699604743,1.0,0.6996047430830039,0.9209486166007905,0.9808018068887634,0.6182947487295314,1.0,0.9209486166007905,0.525691699604743
SLOVAKIA,5522.0,0.2422360248447205,1.0,0.4150197628458498,0.9299830604178431,0.9909655561829475,0.3145115753811406,1.0,0.9299830604178431,0.2422360248447205
LEBANON,5170.0,0.4868681357659608,1.0,0.6529229291710564,0.9604743083003953,0.9895510137609783,0.5539243365330322,1.0,0.9604743083003953,0.4868681357659608
MACAU,4802.0,0.6224230691578756,1.0,0.682857976961771,0.9785431959345002,0.9844677037587815,0.7267080745341615,1.0,0.9785431959345002,0.6224230691578756
QATAR,4486.0,0.6508475615001458,1.0,0.7824860005882829,0.9491812535290797,0.9909606101312983,0.7086391869000565,1.0,0.9491812535290797,0.6508475615001458
NORTHERN IRELAND,4440.0,0.39808018068887635,1.0,0.5268210050818747,0.9401468097120271,0.9774138904573687,0.48616600790513836,1.0,0.9401468097120271,0.39808018068887635
LITHUANIA,4134.0,0.17447769621682666,1.0,0.46696781479390176,0.841897233201581,0.9966120835686053,0.21513269339356295,1.0,0.841897233201581,0.17447769621682666
PHILIPPINES,4097.0,0.59418245803456,1.0,0.6766450425146415,0.9875776397515528,0.9951991359856414,0.6273291925465838,1.0,0.9875776397515528,0.59418245803456
BULGARIA,4006.0,0.1225296442687747,1.0,0.2140033879164314,0.9864483342744212,0.9695087521174478,0.28514963297571994,1.0,0.9864483342744212,0.1225296442687747
KENYA,3754.0,0.5977402083916269,1.0,0.6954803369849648,0.9841897233201581,0.9796611732996986,0.7244494635798984,1.0,0.9841897233201581,0.5977402083916269
PERU,3740.0,0.5934500282326369,1.0,0.6487859966120836,0.9819311123658949,0.9864483342744212,0.6815358554488989,1.0,0.9819311123658949,0.5934500282326369
GHANA,3720.0,0.619599008045544,1.0,0.655746990283388,0.9954827780914738,0.9550974681905333,0.79785431959345,1.0,0.9954827780914738,0.619599008045544
ECUADOR,3617.0,0.21626199887069453,1.0,0.3145115753811406,0.9819311123658949,0.9932241671372106,0.2682100508187465,1.0,0.9819311123658949,0.21626199887069453
KAZAKHSTAN,3377.0,0.5753811405985318,1.0,0.6307171089779785,0.9819311123658949,0.9864483342744212,0.6386222473178995,1.0,0.9819311123658949,0.5753811405985318
CYPRUS,3244.0,0.28289102202145683,1.0,0.4184076792772445,0.9548277809147374,0.9909655561829475,0.35177865612648224,1.0,0.9548277809147374,0.28289102202145683
KUWAIT,3108.0,0.49407114624505927,1.0,0.6747600225861096,0.948051948051948,0.9977413890457368,0.5121400338791643,1.0,0.948051948051948,0.49407114624505927
ESTONIA,2916.0,0.14850367024280067,1.0,0.21287408243929984,0.9909655561829475,0.9785431959345002,0.2682100508187465,1.0,0.9909655561829475,0.14850367024280067
OMAN,2699.0,0.23609150899091833,1.0,0.3863315601669573,0.9503105590062112,0.9884213893160456,0.3382269904009034,1.0,0.9503105590062112,0.23609150899091833
UGANDA,2675.0,0.691894972521232,1.0,0.691894972521232,1.0,0.979949205979051,0.7899491812535291,1.0,1.0,0.691894972521232
AZERBAIJAN,2482.0,0.6216826651609261,1.0,0.6871823828345568,0.9909655561829475,0.9943534726143421,0.6623376623376623,1.0,0.9909655561829475,0.6216826651609261
UZBEKISTAN,2362.0,0.7404688236533348,1.0,0.7523298803251274,0.9977413890457368,0.9929398870957762,0.7752682100508187,1.0,0.9977413890457368,0.7404688236533348
TANZANIA,2168.0,0.5618294748729531,1.0,0.6239412761151891,0.9920948616600791,0.96386222473179,0.709768492377188,1.0,0.9920948616600791,0.5618294748729531
SRI LANKA,2118.0,0.4315165379642622,1.0,0.4704885813144377,0.9954827780914738,0.9906806382059109,0.4827780914737436,1.0,0.9954827780914738,0.4315165379642622
NEPAL,2116.0,0.6322034907280062,1.0,0.7158193232818444,0.9875776397515528,0.9824860325075985,0.7131564088085828,1.0,0.9875776397515528,0.6322034907280062
LUXEMBOURG,2115.0,0.47218301798183665,1.0,0.5128494979994112,0.9932241671372106,0.9946343237631751,0.5143986448334275,1.0,0.9932241671372106,0.47218301798183665
CAMEROON,2023.0,0.4399887213012569,1.0,0.5467382313473899,0.9751552795031055,0.9946343237631751,0.47600225861095424,1.0,0.9751552795031055,0.4399887213012569
LATVIA,1742.0,0.40870574453115194,1.0,0.48841184408701976,0.9808018068887634,0.9932171412741826,0.47148503670242803,1.0,0.9808018068887634,0.40870574453115194
ICELAND,1741.0,0.5585992880191823,1.0,0.5789325280279696,0.9988706945228685,0.9963287604305741,0.5945793337097685,1.0,0.9988706945228685,0.5585992880191823
URUGUAY,1716.0,0.6412430401932859,1.0,0.6412430401932859,1.0,0.9949154130223582,0.6837944664031621,1.0,1.0,0.6412430401932859
ARMENIA,1334.0,0.4892656148082693,1.0,0.507344713738829,0.9977413890457368,0.9892656946065583,0.5573122529644269,1.0,0.9977413890457368,0.4892656148082693
PALESTINE,1299.0,0.7990960768825405,1.0,0.8471322625508685,0.9887069452286844,0.9991526619012245,0.8035008469791078,1.0,0.9887069452286844,0.7990960768825405
REPUBLIC OF GEORGIA,1293.0,0.5139791224443437,1.0,0.5405252969002604,0.9954827780914738,0.9748658959768541,0.6408808582721626,1.0,0.9954827780914738,0.5139791224443437
BELARUS,1248.0,0.8136847259312779,1.0,0.8136847259312779,1.0,0.9895401461985659,0.8667419536984754,1.0,1.0,0.8136847259312779
SUDAN,1199.0,0.5242938689862285,1.0,0.5745763628868474,0.9954827780914738,0.9983052440718382,0.5482778091473743,1.0,0.9954827780914738,0.5242938689862285
